row_id,order_id,order_date,ship_date,ship_mode,customer_id,segment,city,state,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,profit_margin
8334,CA-2016-153269,2016-03-09,2016-03-12,First Class,PS-18760,Consumer,Andover,Massachusetts,East,OFF-PA-10001801,Office Supplies,Paper,Xerox 193,17.94,3,0,52.3764,2.9195317725752505
8335,CA-2016-153269,2016-03-09,2016-03-12,First Class,PS-18760,Consumer,Andover,Massachusetts,East,OFF-BI-10004632,Office Supplies,Binders,GBC Binding covers,51.8,4,0,52.3764,1.011127413127413
8336,CA-2017-161655,2017-05-13,2017-05-18,Second Class,CW-11905,Home Office,Newark,Delaware,East,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,299.52,9,0,52.38,0.1748798076923077
8337,CA-2016-101469,2016-07-02,2016-07-08,Standard Class,KH-16360,Consumer,Arlington,Virginia,South,OFF-AR-10003986,Office Supplies,Art,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,7.7,2,0,52.4895,6.816818181818181
8338,CA-2014-153087,2014-12-27,2015-01-03,Standard Class,TC-20980,Corporate,Decatur,Alabama,South,OFF-PA-10001243,Office Supplies,Paper,Xerox 1983,23.92,4,0,52.4895,2.1943770903010034
8339,CA-2014-153087,2014-12-27,2015-01-03,Standard Class,TC-20980,Corporate,Decatur,Alabama,South,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,498,5,0,52.49,0.10540160642570282
8340,CA-2017-135076,2017-04-13,2017-04-17,Standard Class,YS-21880,Corporate,Hesperia,California,West,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",436.704,6,0.2,52.493,0.12020270022715615
8341,CA-2014-161634,2014-11-14,2014-11-20,Standard Class,CC-12220,Consumer,Chesapeake,Virginia,South,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,32.4,5,0,52.493,1.6201543209876546
8342,CA-2017-141481,2017-06-11,2017-06-14,First Class,ZD-21925,Consumer,Los Angeles,California,West,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3,0,52.4979,0.8544580078125
8343,CA-2016-132549,2016-11-25,2016-11-30,Standard Class,JK-15370,Consumer,Huntsville,Alabama,South,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,73.36,7,0,52.5114,0.7158042529989095
8344,US-2014-155544,2014-03-21,2014-03-25,Standard Class,GM-14440,Consumer,Knoxville,Tennessee,South,OFF-LA-10004544,Office Supplies,Labels,Avery 505,59.2,5,0.2,52.532,0.8873648648648648
8345,US-2014-155544,2014-03-21,2014-03-25,Standard Class,GM-14440,Consumer,Knoxville,Tennessee,South,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,32.952,3,0.2,52.532,1.5941976207817432
8346,US-2014-155544,2014-03-21,2014-03-25,Standard Class,GM-14440,Consumer,Knoxville,Tennessee,South,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,218.376,3,0.2,52.532,0.24055757042898485
8347,US-2015-115238,2015-04-30,2015-05-04,Standard Class,JW-15220,Corporate,Lawrence,Massachusetts,East,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",31.4,5,0,52.532,1.6729936305732485
8348,US-2015-115238,2015-04-30,2015-05-04,Standard Class,JW-15220,Corporate,Lawrence,Massachusetts,East,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",9.48,1,0,52.632,5.551898734177215
8349,US-2015-115238,2015-04-30,2015-05-04,Standard Class,JW-15220,Corporate,Lawrence,Massachusetts,East,TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",209.5,10,0,52.6344,0.2512381861575179
8350,US-2015-115238,2015-04-30,2015-05-04,Standard Class,JW-15220,Corporate,Lawrence,Massachusetts,East,FUR-FU-10001025,Furniture,Furnishings,"Eldon ImÃ ge Series Desk Accessories, Clear",24.3,5,0,52.688,2.168230452674897
8351,US-2015-115238,2015-04-30,2015-05-04,Standard Class,JW-15220,Corporate,Lawrence,Massachusetts,East,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),6.48,1,0,52.734,8.137962962962963
8352,CA-2017-132199,2017-05-03,2017-05-08,Standard Class,BO-11350,Corporate,Philadelphia,Pennsylvania,East,FUR-FU-10004245,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",32.448,2,0.2,52.7692,1.6262697238658776
8353,CA-2017-132199,2017-05-03,2017-05-08,Standard Class,BO-11350,Corporate,Philadelphia,Pennsylvania,East,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,26.388,4,0.7,52.776,2
8354,CA-2017-132199,2017-05-03,2017-05-08,Standard Class,BO-11350,Corporate,Philadelphia,Pennsylvania,East,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,373.47,5,0.4,52.7824,0.1413296918092484
8355,CA-2017-132199,2017-05-03,2017-05-08,Standard Class,BO-11350,Corporate,Philadelphia,Pennsylvania,East,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",64.2,5,0.7,52.7934,0.8223271028037382
8356,CA-2017-132199,2017-05-03,2017-05-08,Standard Class,BO-11350,Corporate,Philadelphia,Pennsylvania,East,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,8,2,0.2,52.7956,6.59945
8357,CA-2016-163174,2016-08-26,2016-08-30,Standard Class,XP-21865,Consumer,Athens,Georgia,South,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,186.54,3,0,52.8228,0.2831714377613381
8358,CA-2014-110555,2014-04-11,2014-04-18,Standard Class,MM-18055,Consumer,Great Falls,Montana,West,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,87.08,7,0,52.9173,0.6076860358291226
8359,CA-2014-110555,2014-04-11,2014-04-18,Standard Class,MM-18055,Consumer,Great Falls,Montana,West,TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,105.584,2,0.2,52.9173,0.5011867328383088
8360,CA-2014-110555,2014-04-11,2014-04-18,Standard Class,MM-18055,Consumer,Great Falls,Montana,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,217.44,6,0,52.9173,0.24336506622516554
8361,CA-2017-147207,2017-01-02,2017-01-04,Second Class,TS-21655,Consumer,El Paso,Texas,Central,OFF-AR-10001955,Office Supplies,Art,Newell 319,31.744,2,0.2,52.9743,1.6687972530241935
8362,CA-2017-147207,2017-01-02,2017-01-04,Second Class,TS-21655,Consumer,El Paso,Texas,Central,OFF-AP-10000027,Office Supplies,Appliances,Hoover Commercial SteamVac,5.432,2,0.8,53.0439,9.765077319587629
8363,CA-2017-147207,2017-01-02,2017-01-04,Second Class,TS-21655,Consumer,El Paso,Texas,Central,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",913.43,5,0.3,53.196,0.05823763178349737
8364,CA-2017-147207,2017-01-02,2017-01-04,Second Class,TS-21655,Consumer,El Paso,Texas,Central,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",372.144,3,0.2,53.196,0.14294466658067845
8365,CA-2017-137631,2017-04-28,2017-05-02,Standard Class,JL-15235,Consumer,Kissimmee,Florida,South,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,751.984,2,0.2,53.2,0.07074618608906573
8366,CA-2017-157273,2017-01-30,2017-02-02,First Class,SZ-20035,Home Office,Seattle,Washington,West,TEC-PH-10002275,Technology,Phones,Mitel 5320 IP Phone VoIP phone,604.768,4,0.2,53.235,0.08802549076670722
8367,CA-2014-109918,2014-09-07,2014-09-12,Second Class,LR-17035,Corporate,Santa Clara,California,West,OFF-SU-10004290,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",27.36,4,0,53.2608,1.9466666666666668
8368,CA-2014-109918,2014-09-07,2014-09-12,Second Class,LR-17035,Corporate,Santa Clara,California,West,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",20.56,2,0,53.2608,2.590505836575876
8369,CA-2014-109918,2014-09-07,2014-09-12,Second Class,LR-17035,Corporate,Santa Clara,California,West,OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder,83.92,5,0.2,53.2608,0.6346615824594852
8370,CA-2016-118745,2016-06-11,2016-06-16,Standard Class,SV-20365,Consumer,Los Angeles,California,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,902.712,3,0.2,53.2608,0.059000877356233224
8371,CA-2016-163972,2016-10-17,2016-10-21,Standard Class,MG-17890,Home Office,Fresno,California,West,FUR-BO-10003894,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",120.666,2,0.15,53.261,0.44139194139194143
8372,CA-2014-165393,2014-12-27,2014-12-30,First Class,NC-18415,Consumer,Fort Worth,Texas,Central,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,4.984,1,0.8,53.2704,10.688282504012841
8373,CA-2016-113726,2016-11-24,2016-12-01,Standard Class,SC-20680,Home Office,Seattle,Washington,West,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,82.26,3,0,53.272,0.6476051543885242
8374,CA-2016-152940,2016-11-10,2016-11-13,First Class,RO-19780,Consumer,San Francisco,California,West,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,29.74,1,0,53.3466,1.793765971755212
8375,CA-2015-158701,2015-01-05,2015-01-10,Standard Class,JL-15175,Home Office,San Francisco,California,West,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,87.36,6,0,53.433,0.6116414835164835
8376,CA-2015-158701,2015-01-05,2015-01-10,Standard Class,JL-15175,Home Office,San Francisco,California,West,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,56.16,6,0.2,53.4519,0.9517788461538462
8377,CA-2017-156272,2017-03-21,2017-03-27,Standard Class,PW-19030,Corporate,Pompano Beach,Florida,South,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,64.384,1,0.2,53.4954,0.8308803429423459
8378,CA-2015-162964,2015-11-12,2015-11-18,Standard Class,MF-18250,Corporate,Houston,Texas,Central,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",64.784,1,0.2,53.55,0.8265929859224499
8379,CA-2015-162964,2015-11-12,2015-11-18,Standard Class,MF-18250,Corporate,Houston,Texas,Central,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,15.552,3,0.2,53.7504,3.456172839506173
8380,CA-2015-162964,2015-11-12,2015-11-18,Standard Class,MF-18250,Corporate,Houston,Texas,Central,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",223.888,7,0.2,53.7544,0.24009504752376187
8381,CA-2014-103527,2014-09-09,2014-09-14,Second Class,CC-12220,Consumer,Chicago,Illinois,Central,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",10.896,3,0.2,53.8048,4.938032305433186
8382,CA-2016-134544,2016-03-17,2016-03-19,Second Class,AC-10660,Consumer,San Francisco,California,West,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,84.784,2,0.2,53.8608,0.6352708058124173
8383,CA-2016-163048,2016-02-08,2016-02-15,Standard Class,MH-17440,Corporate,Houston,Texas,Central,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,241.5,4,0.3,53.8608,0.22302608695652174
8384,CA-2016-145135,2016-11-26,2016-11-28,First Class,CD-12790,Home Office,Shelton,Connecticut,East,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,59.97,3,0,53.8608,0.8981290645322662
8385,CA-2016-145135,2016-11-26,2016-11-28,First Class,CD-12790,Home Office,Shelton,Connecticut,East,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,13.36,2,0,53.8608,4.031497005988024
8386,CA-2017-137582,2017-09-04,2017-09-08,Standard Class,CV-12805,Corporate,Oakland,California,West,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,11.808,3,0.2,53.9217,4.566539634146341
8387,CA-2015-149601,2015-05-28,2015-06-03,Standard Class,TB-21625,Consumer,Manchester,Connecticut,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,16.24,1,0,53.982,3.3240147783251235
8388,CA-2015-149601,2015-05-28,2015-06-03,Standard Class,TB-21625,Consumer,Manchester,Connecticut,East,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",77.55,5,0,53.9946,0.6962553191489361
8389,CA-2014-139423,2014-11-01,2014-11-05,Standard Class,DG-13300,Corporate,Orange,New Jersey,East,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12,2,0,53.9946,0.7093352601156069
8390,CA-2016-102596,2016-12-27,2016-12-30,First Class,RD-19810,Home Office,Akron,Ohio,East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",17.184,6,0.2,53.997,3.1422835195530725
8391,CA-2017-153227,2017-12-04,2017-12-06,First Class,CS-12250,Corporate,Los Angeles,California,West,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11.76,2,0,53.997,4.591581632653061
8392,CA-2017-110625,2017-12-23,2017-12-30,Standard Class,JB-16045,Home Office,Danbury,Connecticut,East,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,27.46,2,0,54.04,1.9679533867443553
8393,CA-2016-142594,2016-12-01,2016-12-06,Second Class,EJ-14155,Consumer,Franklin,Massachusetts,East,TEC-PH-10000193,Technology,Phones,Jensen SMPS-640 -Â speaker phone,137.94,3,0,54.057,0.3918877772944759
8394,CA-2016-142594,2016-12-01,2016-12-06,Second Class,EJ-14155,Consumer,Franklin,Massachusetts,East,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""",111.15,5,0,54.0876,0.48661808367071524
8395,CA-2016-142594,2016-12-01,2016-12-06,Second Class,EJ-14155,Consumer,Franklin,Massachusetts,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,901.95,3,0,54.1764,0.06006585730916348
8396,CA-2016-142594,2016-12-01,2016-12-06,Second Class,EJ-14155,Consumer,Franklin,Massachusetts,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,366.009,3,0.3,54.215,0.1481247728880984
8397,CA-2014-152254,2014-06-30,2014-06-30,Same Day,BD-11620,Consumer,Wilmington,North Carolina,South,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,310.688,7,0.2,54.215,0.17449981975486664
8398,US-2014-120236,2014-09-03,2014-09-04,First Class,MR-17545,Home Office,Houston,Texas,Central,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,7.68,5,0.8,54.215,7.059244791666667
8399,CA-2017-120061,2017-11-02,2017-11-07,Second Class,SR-20425,Home Office,Springfield,Ohio,East,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,155.372,2,0.3,54.2808,0.3493602450892052
8400,CA-2015-133837,2015-04-13,2015-04-18,Standard Class,TH-21100,Consumer,Glendale,Arizona,West,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",10.744,1,0.2,54.3332,5.057073715562174
8401,CA-2015-110814,2015-12-05,2015-12-09,Second Class,BD-11635,Consumer,New York City,New York,East,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,232.4,5,0.2,54.3332,0.23379173838209982
8402,CA-2015-110814,2015-12-05,2015-12-09,Second Class,BD-11635,Consumer,New York City,New York,East,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",164.646,3,0.1,54.3438,0.3300645020225211
8403,CA-2015-110814,2015-12-05,2015-12-09,Second Class,BD-11635,Consumer,New York City,New York,East,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,22.68,2,0,54.3528,2.3965079365079367
8404,CA-2016-154067,2016-02-01,2016-02-07,Standard Class,SM-20950,Corporate,Los Angeles,California,West,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,105.52,4,0,54.3936,0.5154814253222139
8405,CA-2017-140480,2017-07-08,2017-07-12,Standard Class,HE-14800,Corporate,Newark,Delaware,East,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,83.92,4,0,54.3966,0.64819590085796
8406,CA-2017-140480,2017-07-08,2017-07-12,Standard Class,HE-14800,Corporate,Newark,Delaware,East,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,141.9,5,0,54.3966,0.38334460887949257
8407,CA-2017-140480,2017-07-08,2017-07-12,Standard Class,HE-14800,Corporate,Newark,Delaware,East,FUR-FU-10001057,Furniture,Furnishings,Tensor Track Tree Floor Lamp,39.98,2,0,54.4008,1.3607003501750876
8408,CA-2017-140480,2017-07-08,2017-07-12,Standard Class,HE-14800,Corporate,Newark,Delaware,East,OFF-AR-10001419,Office Supplies,Art,Newell 325,28.91,7,0,54.4047,1.881864406779661
8409,CA-2017-140480,2017-07-08,2017-07-12,Standard Class,HE-14800,Corporate,Newark,Delaware,East,OFF-AR-10004010,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,174.95,5,0,54.4448,0.31120205773078025
8410,CA-2015-134082,2015-12-11,2015-12-17,Standard Class,JK-15640,Home Office,San Bernardino,California,West,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,110.528,4,0.2,54.558,0.49361247828604515
8411,CA-2016-130820,2016-11-15,2016-11-15,Same Day,ON-18715,Corporate,Burlington,North Carolina,South,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,630.024,4,0.4,54.5832,0.08663669955430268
8412,CA-2016-159765,2016-05-09,2016-05-12,Second Class,TH-21100,Consumer,Salem,Virginia,South,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,27.86,7,0,54.5844,1.9592390524048817
8413,CA-2017-132290,2017-03-10,2017-03-14,Standard Class,MD-17350,Consumer,Dallas,Texas,Central,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",933.408,4,0.3,54.5916,0.058486321094312455
8414,CA-2016-147109,2016-12-17,2016-12-21,Standard Class,AH-10075,Corporate,Arlington,Texas,Central,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,51.84,10,0.2,54.666,1.0545138888888888
8415,CA-2016-147109,2016-12-17,2016-12-21,Standard Class,AH-10075,Corporate,Arlington,Texas,Central,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,165.6,3,0.2,54.6912,0.33026086956521744
8416,CA-2017-107265,2017-04-06,2017-04-12,Standard Class,ML-17755,Home Office,Marion,Iowa,Central,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,106.32,3,0,54.6912,0.5144018058690746
8417,CA-2017-118199,2017-05-09,2017-05-11,First Class,LB-16795,Home Office,Seattle,Washington,West,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",147.92,5,0.2,54.7136,0.3698864250946458
8418,CA-2017-118199,2017-05-09,2017-05-11,First Class,LB-16795,Home Office,Seattle,Washington,West,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,104.28,3,0,54.7425,0.5249568469505178
8419,CA-2017-118199,2017-05-09,2017-05-11,First Class,LB-16795,Home Office,Seattle,Washington,West,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",286.85,1,0,54.7756,0.19095555168206377
8420,CA-2017-118199,2017-05-09,2017-05-11,First Class,LB-16795,Home Office,Seattle,Washington,West,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,66.96,4,0,54.8604,0.8193010752688172
8421,CA-2017-118199,2017-05-09,2017-05-11,First Class,LB-16795,Home Office,Seattle,Washington,West,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,199.98,2,0,54.8604,0.2743294329432943
8422,CA-2017-150091,2017-10-12,2017-10-16,Standard Class,NP-18670,Consumer,Lakewood,New Jersey,East,TEC-AC-10002167,Technology,Accessories,ImationÂ 8gb Micro Traveldrive Usb 2.0Â Flash Drive,45,3,0,54.8604,1.21912
8423,CA-2017-150091,2017-10-12,2017-10-16,Standard Class,NP-18670,Consumer,Lakewood,New Jersey,East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",17.9,5,0,54.8613,3.064877094972067
8424,CA-2017-150091,2017-10-12,2017-10-16,Standard Class,NP-18670,Consumer,Lakewood,New Jersey,East,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,40.48,2,0,54.9504,1.3574703557312255
8425,CA-2017-150091,2017-10-12,2017-10-16,Standard Class,NP-18670,Consumer,Lakewood,New Jersey,East,FUR-BO-10003404,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",2154.9,5,0,54.9976,0.02552211239500673
8426,CA-2016-137652,2016-08-28,2016-08-30,First Class,EB-13750,Corporate,Cincinnati,Ohio,East,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,18.432,8,0.7,55.008,2.9843750000000004
8427,CA-2015-128356,2015-10-02,2015-10-07,Standard Class,RP-19390,Consumer,Thornton,Colorado,West,OFF-SU-10004290,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",10.944,2,0.2,55.016,5.027046783625731
8428,CA-2017-167017,2017-11-23,2017-11-25,First Class,DC-12850,Consumer,Roseville,Michigan,Central,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,4.36,2,0,55.016,12.61834862385321
8429,US-2017-132220,2017-11-12,2017-11-16,Standard Class,DJ-13510,Corporate,Tempe,Arizona,West,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,62.352,6,0.2,55.0584,0.8830254041570439
8430,CA-2016-118129,2016-12-19,2016-12-21,Second Class,CL-12565,Consumer,Reading,Pennsylvania,East,FUR-FU-10004904,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",303.92,5,0.2,55.3616,0.18215846275335615
8431,US-2014-113124,2014-03-30,2014-04-05,Standard Class,NC-18340,Consumer,Apple Valley,Minnesota,Central,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,129.3,2,0,55.3896,0.42838051044083525
8432,CA-2017-155621,2017-11-08,2017-11-13,Standard Class,KN-16450,Corporate,Baltimore,Maryland,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,274.2,10,0,55.4364,0.20217505470459518
8433,US-2014-127635,2014-09-14,2014-09-18,Second Class,SC-20260,Corporate,Corpus Christi,Texas,Central,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,6.048,4,0.2,55.5822,9.190178571428572
8434,US-2014-127635,2014-09-14,2014-09-18,Second Class,SC-20260,Corporate,Corpus Christi,Texas,Central,OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,6.848,2,0.2,55.647,8.126022196261681
8435,US-2014-127635,2014-09-14,2014-09-18,Second Class,SC-20260,Corporate,Corpus Christi,Texas,Central,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,9.96,5,0.6,55.647,5.587048192771084
8436,US-2014-127635,2014-09-14,2014-09-18,Second Class,SC-20260,Corporate,Corpus Christi,Texas,Central,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,8.552,2,0.8,55.745,6.518358278765201
8437,CA-2015-151470,2015-09-20,2015-09-26,Standard Class,AM-10705,Consumer,Las Vegas,Nevada,West,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,45.584,11,0.2,55.745,1.2229071604071602
8438,CA-2015-112823,2015-12-10,2015-12-16,Standard Class,RA-19945,Consumer,Cleveland,Ohio,East,TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,25.488,2,0.2,55.764,2.187853107344633
8439,CA-2014-108861,2014-05-28,2014-06-01,Standard Class,MM-17260,Consumer,Seattle,Washington,West,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",136.96,4,0.2,55.764,0.4071553738317757
8440,CA-2017-114370,2017-03-14,2017-03-17,Second Class,BN-11470,Corporate,Chicago,Illinois,Central,TEC-PH-10000213,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,49.616,2,0.2,55.764,1.1239116414059982
8441,CA-2016-158302,2016-12-08,2016-12-12,Second Class,JB-16045,Home Office,Columbus,Ohio,East,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",10.584,3,0.2,55.845,5.276360544217687
8442,CA-2017-145779,2017-05-06,2017-05-10,Standard Class,DB-13615,Consumer,Tucson,Arizona,West,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,84.416,4,0.2,55.896,0.6621493555724034
8443,US-2016-155173,2016-03-06,2016-03-10,Standard Class,JB-16045,Home Office,Philadelphia,Pennsylvania,East,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,431.94,2,0.4,55.896,0.1294068620641756
8444,US-2016-155173,2016-03-06,2016-03-10,Standard Class,JB-16045,Home Office,Philadelphia,Pennsylvania,East,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,2.043,1,0.7,55.896,27.359765051395005
8445,US-2016-155173,2016-03-06,2016-03-10,Standard Class,JB-16045,Home Office,Philadelphia,Pennsylvania,East,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,68.238,3,0.4,55.896,0.8191330343796712
8446,CA-2017-125451,2017-10-23,2017-10-24,First Class,AH-10075,Corporate,Cranston,Rhode Island,East,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,240.744,4,0.3,55.912,0.23224670189080518
8447,CA-2017-125451,2017-10-23,2017-10-24,First Class,AH-10075,Corporate,Cranston,Rhode Island,East,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",35,4,0,55.9224,1.5977828571428572
8448,CA-2017-125451,2017-10-23,2017-10-24,First Class,AH-10075,Corporate,Cranston,Rhode Island,East,FUR-FU-10000277,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,210.68,2,0,55.936,0.26550218340611353
